DeviceID: MARS-HOMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runTime,packetNumber,status,errorString,limb,calib,limbkinparam,limbdynparam,angle1,angle2,angle3,angle4,force,torque,epx,epy,epz,phi1,phi2,phi3,imuangle1,imuangle2,imuangle3,imuangle4,marbtn,calibbtn,target,desired,control,simulateAng1JumpCmd
50.174,4786,51,NOERROR,2,1,,,-62.97517,-4.021456,4.656685,18.70797,2.756871,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-67.21289,-1926.386,0
50.182,4787,51,NOERROR,2,1,,,-63.15985,-4.021456,4.744576,18.70797,2.772906,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-67.40652,-2093.35,0
50.189,4788,51,NOERROR,2,1,,,-63.34536,-4.021456,4.744576,18.70797,2.784446,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-67.57542,-1884.305,0
50.196,4789,51,NOERROR,2,1,,,-63.53293,-4.021456,4.744576,18.70797,2.784446,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-67.74381,-1855.736,0
50.204,4790,51,NOERROR,2,1,,,-63.71719,-4.021456,4.744576,18.70797,2.793587,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-67.93561,-2077.773,0
50.211,4791,51,NOERROR,2,1,,,-63.90021,-4.021456,4.744576,18.70797,2.793587,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-68.10287,-1888.01,0
50.219,4792,51,NOERROR,2,1,,,-64.08032,-4.021456,4.832467,18.70797,2.80123,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-68.29349,-2101.651,0
50.226,4793,51,NOERROR,2,1,,,-64.26126,-4.021456,4.832467,18.70797,2.810072,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-68.45963,-1900.734,0
50.234,4794,51,NOERROR,2,1,,,-64.44511,-4.021456,4.832467,18.70797,2.810072,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-68.64886,-2066.944,0
50.241,4795,51,NOERROR,2,1,,,-64.62563,-4.021456,4.832467,18.70797,2.816516,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-68.81387,-1896.332,0
50.249,4796,51,NOERROR,2,1,,,-64.80948,-4.021456,4.832467,18.70797,2.820113,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-69.00179,-2057.987,0
50.256,4797,51,NOERROR,2,1,,,-64.99332,-4.021456,4.832467,18.70797,2.820113,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-69.16565,-1857.367,0
50.264,4798,51,NOERROR,2,1,,,-65.17799,-4.021456,4.832467,18.70797,2.820113,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-69.35223,-2039.796,0
50.271,4799,51,NOERROR,2,1,,,-65.35603,-4.021456,4.832467,18.70797,2.820113,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-69.51492,-1896.902,0
50.279,4800,51,NOERROR,2,1,,,-65.53448,-4.021456,4.832467,18.70797,2.82311,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-69.70017,-2076.294,0
50.286,4801,51,NOERROR,2,1,,,-65.7092,-4.021456,4.832467,18.70797,2.819963,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-69.86168,-1918.388,0
50.294,4802,51,NOERROR,2,1,,,-65.88225,-4.021456,4.744576,18.70797,2.819963,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-70.04557,-2109.198,0
50.301,4803,51,NOERROR,2,1,,,-66.0578,-4.021456,4.744576,18.70797,2.82296,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-70.20589,-1906.244,0
50.308,4804,51,NOERROR,2,1,,,-66.23583,-4.021456,4.744576,18.70797,2.824009,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-70.36564,-1875.169,0
50.316,4805,51,NOERROR,2,1,,,-66.41013,-4.021456,4.744576,18.70797,2.824009,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-70.5476,-2082.93,0
50.323,4806,51,NOERROR,2,1,,,-66.58111,-4.021456,4.656685,18.70797,2.832102,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-70.70614,-1927.968,0
50.331,4807,51,NOERROR,2,1,,,-66.75417,-4.021456,4.656685,18.70797,2.832102,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-70.88661,-2085.24,0
50.338,4808,51,NOERROR,2,1,,,-66.92183,-4.021456,4.656685,18.70797,2.83435,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-71.04392,-1950.153,0
50.346,4809,51,NOERROR,2,1,,,-67.09488,-4.021456,4.568795,18.70797,2.841693,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-71.22298,-2079.552,0
50.353,4810,51,NOERROR,2,1,,,-67.26545,-4.021456,4.568795,18.70797,2.841693,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-71.37906,-1919.347,0
50.361,4811,51,NOERROR,2,1,,,-67.43974,-4.021456,4.480904,18.70797,2.847688,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-71.55669,-2061.848,0
50.368,4812,51,NOERROR,2,1,,,-67.61239,-3.933565,4.480904,18.70797,2.847688,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-71.71151,-1892.08,0
50.376,4813,51,NOERROR,2,1,,,-67.78627,-3.933565,4.393013,18.70797,2.849636,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-71.88771,-2053.407,0
50.383,4814,51,NOERROR,2,1,,,-67.95393,-3.933565,4.393013,18.70797,2.849935,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-72.04126,-1923.458,0
50.391,4815,51,NOERROR,2,1,,,-68.12076,-3.933565,4.393013,18.70797,2.849935,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-72.216,-2094.728,0
50.398,4816,51,NOERROR,2,1,,,-68.28386,-3.933565,4.305123,18.70797,2.849636,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-72.36828,-1955.07,0
50.406,4817,51,NOERROR,2,1,,,-68.44446,-3.933565,4.305123,18.70797,2.85638,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-72.54156,-2133.284,0
50.413,4818,51,NOERROR,2,1,,,-68.60382,-3.933565,4.217232,18.70797,2.85638,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-72.69254,-1983.101,0
50.42,4819,51,NOERROR,2,1,,,-68.76484,-3.933565,4.217232,18.70797,2.863273,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-72.84291,-1963.441,0
50.428,4820,51,NOERROR,2,1,,,-68.92503,-3.933565,4.129342,18.70797,2.863273,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-73.01409,-2126.626,0
50.435,4821,51,NOERROR,2,1,,,-69.08605,-3.933565,4.129342,18.70797,2.876911,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-73.16315,-1959.611,0
50.443,4822,51,NOERROR,2,1,,,-69.2479,-3.845675,4.041451,18.70797,2.876011,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-73.33275,-2109.607,0
